Date;fer;vac;tourn;tempMoy;tempMax;tempMin;wind;rain;nbPlay;open;nbCov
09/01/2018;0;0;0;7,4;10,1;4,3;6;1;0;True;113
10/01/2018;0;0;0;9,8;14,4;8,3;7,2;1;0;True;80
11/01/2018;0;0;0;8,8;10,9;7,4;3,6;0;0;True;115
12/01/2018;0;0;0;7,8;9,1;5,4;3,3;0;0;True;69
13/01/2018;0;0;0;6,7;9;4,6;5,9;0;0;True;178
14/01/2018;0;0;0;5;15,6;1,3;3,1;0;0;True;216
15/01/2018;0;0;0;7,7;12,1;4,2;12,8;1;0;False;0
16/01/2018;0;0;0;8,5;11,8;5;11,1;1;0;True;96
17/01/2018;0;0;0;5;8,9;1;10,6;1;1;True;100
18/01/2018;0;0;0;8,8;12,6;4,9;12;1;0;True;36
19/01/2018;0;0;0;5,5;9;2,9;9,6;1;0;True;79
20/01/2018;0;0;0;7,5;12,8;3,8;9,6;1;0;True;96
21/01/2018;0;0;0;8,7;13;6,5;7,4;1;0;True;186
22/01/2018;0;0;0;12,9;16,1;10,1;9;1;0;False;0
23/01/2018;0;0;0;9,6;13,2;6,8;8,1;0;0;True;88
24/01/2018;0;0;0;12,8;16,2;10,9;10,9;0;0;True;91
25/01/2018;0;0;0;9,7;11,6;9,1;8,2;1;0;True;61
26/01/2018;0;0;0;8,5;14,2;5,9;5,5;1;0;True;81
27/01/2018;0;0;0;6;8,2;4,1;6,5;1;0;True;155
28/01/2018;0;0;0;10,1;13,6;6,9;5,7;0;0;True;235
29/01/2018;0;0;0;11,6;12,6;10,1;6,7;0;0;False;0
30/01/2018;0;0;0;10,4;12,3;8,5;6,2;1;0;True;111
31/01/2018;0;0;0;10,2;11,2;7,3;10;1;0;True;85
01/02/2018;0;0;0;5,4;11,3;2,6;6,8;1;0;True;84
02/02/2018;0;0;0;4;8,5;2;7,8;0;0;True;128
03/02/2018;0;0;0;4;5,7;2,3;4,6;1;25;True;125
04/02/2018;0;0;0;3,8;5,6;0,2;6,3;1;0;True;238
05/02/2018;0;0;0;-0,6;1,1;-2,5;5,2;0;0;False;0
06/02/2018;0;0;0;0,6;1,1;0,3;2,6;0;0;True;52
07/02/2018;0;0;0;1,1;2,8;-0,6;2,6;0;0;True;16
08/02/2018;0;0;0;0,6;15,9;-4,1;2,7;0;0;True;31
09/02/2018;0;0;0;-1,3;2,6;-4,4;7,2;0;0;True;5
10/02/2018;0;0;0;2,7;9,8;-0,3;8,2;1;0;True;120
11/02/2018;0;0;0;4,3;8,9;0,7;9,8;1;0;True;148
12/02/2018;0;0;0;2,2;8,3;-0,5;7,2;0;0;False;0
13/02/2018;0;0;0;0,8;2,7;-1;7,5;1;0;True;101
14/02/2018;0;0;0;2,2;5,7;-0,4;7,2;1;0;True;74
15/02/2018;0;0;0;9,3;13,2;4,4;7,5;1;0;True;52
16/02/2018;0;0;0;7,4;14,8;2,5;3,3;0;36;True;103
17/02/2018;0;1;0;5;9,9;1,4;4,1;0;0;True;126
18/02/2018;0;1;0;4,3;9;0,6;5;0;0;True;178
19/02/2018;0;1;0;3,5;6,6;0,8;3,9;1;0;False;0
20/02/2018;0;1;0;6,7;9,4;4,3;3,7;1;0;True;63
21/02/2018;0;1;0;2,7;6,8;0;5,2;0;0;True;55
22/02/2018;0;1;0;0,8;5,3;-2,6;5;0;0;True;66
23/02/2018;0;1;0;0,2;4;-3;5,7;0;0;True;42
24/02/2018;0;1;0;0,9;5,3;-2,6;7;0;1;True;85
25/02/2018;0;1;0;-0,3;3,3;-3,4;6,5;0;0;True;103
26/02/2018;0;1;0;-2,9;0,8;-5,2;7,2;0;0;False;0
27/02/2018;0;1;0;-4,9;-2,1;-7,1;5,3;0;0;True;54
28/02/2018;0;1;0;-4,7;-0,5;-8,1;7,8;0;0;True;42
01/03/2018;0;1;0;-2,1;2,1;-5,3;7,1;1;0;True;31
02/03/2018;0;1;0;2,9;9,4;-0,2;8,5;1;0;True;37
03/03/2018;0;1;0;5;11,3;0,8;5,3;1;0;True;105
04/03/2018;0;1;0;5,7;9,6;3,6;4,8;1;0;True;133
05/03/2018;0;0;0;8,4;14,1;5,1;4,9;0;0;False;0
06/03/2018;0;0;0;7,4;12,5;4,1;8;1;0;True;104
07/03/2018;0;0;0;6,2;11,3;3,1;8,9;1;23;True;78
08/03/2018;0;0;0;6,1;10,6;3,9;10,7;1;0;True;94
09/03/2018;0;0;0;9,2;13,8;5,8;5,6;1;30;True;100
10/03/2018;0;0;0;12,8;17,6;9,7;6,7;1;113;True;160
11/03/2018;0;0;0;13,2;18,7;10;7,3;1;88;True;225
12/03/2018;0;0;0;10,2;13,3;7,8;9,3;1;0;False;0
13/03/2018;0;0;0;8,8;12,7;6,3;8;0;0;True;128
14/03/2018;0;0;0;8,8;14,5;3,6;8,1;1;17;True;106
15/03/2018;0;0;0;9,5;13,1;7,5;6,7;1;12;True;86
16/03/2018;0;0;0;9,1;14,5;6;5,6;1;4;True;73
17/03/2018;0;0;0;3,7;7,1;0,6;4,4;1;68;True;73
18/03/2018;0;0;0;0,7;2,2;-1;4,6;0;46;True;170
19/03/2018;0;0;0;-0,2;2;-1,4;4,3;1;0;False;0
20/03/2018;0;0;0;1,9;7,6;-3,2;6,3;1;42;True;71
21/03/2018;0;0;0;3,1;10,1;-0,8;5,6;0;22;True;84
22/03/2018;0;0;0;4,1;7,6;0,3;6,8;0;0;True;93
23/03/2018;0;0;0;4,8;6,3;3,7;7,3;0;0;True;81
24/03/2018;0;0;0;8,2;13,7;5,2;4,8;0;76;True;168
25/03/2018;0;0;0;9,4;15,7;4,3;4,7;0;36;True;201
26/03/2018;0;0;0;8,9;14,9;5,2;4,5;0;0;False;0
27/03/2018;0;0;0;8,1;13,9;4,2;8,8;1;0;True;134
28/03/2018;0;0;0;8,3;14,5;3,9;10;1;0;True;136
29/03/2018;0;0;0;6,3;12,3;1,9;7,7;1;0;True;227
30/03/2018;0;0;0;6,8;9,5;4,6;9,8;1;0;True;151
31/03/2018;0;0;0;6,9;11,9;3,4;6,9;1;0;True;165
01/04/2018;0;0;0;7,5;12,4;5,3;6,2;0;0;True;181
02/04/2018;1;0;0;10,3;16;6,6;8,2;1;0;True;218
03/04/2018;0;0;0;11,1;14,3;7,7;7,8;1;0;False;0
04/04/2018;0;0;0;10,1;15,2;6,9;9,4;1;21;True;96
05/04/2018;0;0;1;8,3;11,5;5;9,5;0;21;True;176
06/04/2018;0;0;1;11;18,2;4;6,1;0;32;True;114
07/04/2018;0;0;1;15,1;20,5;11,1;5,7;0;152;True;182
08/04/2018;0;0;1;15,3;23,1;9;8;0;106;True;223
09/04/2018;0;0;0;12,3;15,4;10,6;5,6;1;0;False;0
10/04/2018;0;0;0;12,7;16,4;10,5;8,5;1;119;True;172
11/04/2018;0;0;0;12,9;19,8;6,7;4,7;0;15;True;135
12/04/2018;0;0;0;10,8;14,9;7,3;4,3;1;0;True;114
13/04/2018;0;0;0;12,6;17,9;8,8;5;1;0;True;161
14/04/2018;0;1;0;11,7;16;7,5;6,4;1;78;True;148
15/04/2018;0;1;0;12,9;17,6;9;6,9;1;16;True;188
16/04/2018;0;1;0;12,1;19;6,9;5;0;0;False;0
17/04/2018;0;1;0;14,5;21,9;8,3;7,2;0;0;True;132
18/04/2018;0;1;0;18,4;25,7;9,2;5,5;0;0;True;112
19/04/2018;0;1;0;20,4;27,6;12,7;6,2;0;8;True;96
20/04/2018;0;1;0;21,9;29,6;14,7;3,9;0;0;True;124
21/04/2018;0;1;0;20,8;29,4;12,1;3,5;0;0;True;157
22/04/2018;0;1;0;20,7;26,2;13,9;7,6;1;0;True;185
23/04/2018;0;1;0;14,8;19,6;10,9;5,6;0;0;False;0
24/04/2018;0;1;0;13,7;20,9;6,7;5,9;0;0;True;104
25/04/2018;0;1;0;13;17,2;9,6;7,7;0;12;True;72
26/04/2018;0;1;0;10,5;16,2;5,8;6,6;0;0;True;90
27/04/2018;0;1;0;12,5;19,8;6,6;10,3;0;0;True;58
28/04/2018;0;1;0;12;15,6;8,9;7;1;22;True;112
29/04/2018;0;1;0;10,1;11,9;8,7;4,9;1;37;True;135
30/04/2018;0;0;0;6,7;10,1;4,3;10;1;0;False;0
01/05/2018;1;0;0;8,4;15,5;4,7;5,5;1;38;True;237
02/05/2018;0;0;0;10,4;16,8;4;7,8;0;17;True;100
03/05/2018;0;0;0;11,2;17,7;4,8;4,9;0;52;True;81
04/05/2018;0;0;0;12;19,5;5,2;5,6;0;28;True;112
05/05/2018;0;0;0;15,3;24,6;7,5;5,2;0;96;True;175
06/05/2018;0;0;0;19,2;27,7;10,2;5,3;0;43;True;329
07/05/2018;0;0;0;20;27;12;4,9;0;140;True;63
08/05/2018;1;0;0;20;28,3;11,9;7,5;0;0;True;193
09/05/2018;0;0;0;15,9;22,2;11,1;5,5;0;19;True;87
10/05/2018;1;0;1;12,7;17,6;8,5;6,9;0;20;True;140
11/05/2018;0;0;1;13,6;22;5;5,9;0;0;True;116
12/05/2018;0;0;1;14,5;20,8;9,2;8,1;1;80;True;145
13/05/2018;0;0;1;10,6;15,8;8,6;6,8;1;37;True;190
14/05/2018;0;0;0;11,2;14;9,1;6,1;1;0;False;0
15/05/2018;0;0;0;14,7;21,3;11,2;6;0;0;True;153
16/05/2018;0;0;0;14,5;21,8;9,8;6,1;1;35;True;73
17/05/2018;0;0;0;13;19,6;8,2;5,3;1;64;True;108
18/05/2018;0;0;0;11,8;19,2;4,8;5,2;0;22;True;122
19/05/2018;0;0;0;12,6;20,8;5,3;5;0;87;True;154
20/05/2018;0;0;0;14,3;23,9;5,9;4,6;0;64;True;189
21/05/2018;1;0;0;17,3;24,5;9,9;4,3;0;128;False;0
22/05/2018;0;0;0;16,9;27,5;10,4;7,4;1;0;True;219
23/05/2018;0;0;0;15,7;22,5;11,8;4,6;1;19;True;87
24/05/2018;0;0;0;17,9;25,4;13;4,9;0;44;True;144
25/05/2018;0;0;0;17,7;27,7;12;6,9;1;0;True;143
26/05/2018;0;0;0;20,9;27,3;14,9;5,1;1;64;True;279
27/05/2018;0;0;0;21,6;28,9;16,5;4,2;0;55;True;275
28/05/2018;0;0;0;21,2;27,8;16,5;5,9;1;171;False;0
29/05/2018;0;0;0;18,3;24,5;14,8;5,6;1;0;True;116
30/05/2018;0;0;0;19,4;26,1;15,1;3,9;1;23;True;99
31/05/2018;0;0;0;19,8;24,9;15,1;6;0;23;True;142
01/06/2018;0;0;0;17,2;21,3;15;5,8;1;306;True;131
02/06/2018;0;0;0;18,7;26,1;13,6;3,4;1;0;True;268
03/06/2018;0;0;0;20;26,5;13,4;3,9;0;0;True;264
04/06/2018;0;0;0;20,5;26,6;17,1;4,2;0;74;False;0
05/06/2018;0;0;0;17,7;21,9;14,9;4,3;1;0;True;78
06/06/2018;0;0;0;17;23,1;13,2;4,6;1;35;True;82
07/06/2018;0;0;0;19,7;26,1;16,3;4,7;0;61;True;134
08/06/2018;0;0;0;19,9;26,8;15,2;3,9;0;40;True;85
09/06/2018;0;0;0;18,9;25,8;15;3,7;0;0;True;169
10/06/2018;0;0;0;19,4;25,8;14,9;3,6;0;104;True;239
11/06/2018;0;0;0;18,3;22,3;16,4;3,2;1;40;False;0
12/06/2018;0;0;0;16,5;20,3;14,4;5,9;1;0;True;55
13/06/2018;0;0;0;13,9;20,4;9,4;5,3;0;58;True;103
14/06/2018;0;0;0;15,5;21,4;10,6;6,2;0;0;True;100
15/06/2018;0;0;0;17,7;25,3;12;4,6;0;27;True;139
16/06/2018;0;0;0;16,8;22,7;12,5;5,2;0;80;True;111
17/06/2018;0;0;0;16,4;21,1;12,4;5,7;0;79;True;216
18/06/2018;0;0;0;18,3;24,2;15,2;5,6;0;20;False;0
19/06/2018;0;0;0;19;26,5;15,6;5,5;0;0;True;123
20/06/2018;0;0;0;21,2;29,1;14,4;3,3;0;30;True;127
21/06/2018;0;0;0;17,2;21;12,4;6,5;0;5;True;117
22/06/2018;0;0;0;14,9;22,8;7;5,6;0;0;True;118
23/06/2018;0;0;0;15,6;23,3;7,7;5,2;0;164;True;16
24/06/2018;0;0;0;17,4;23,5;11,1;4,6;0;0;True;211
25/06/2018;0;0;0;18,4;25,3;11,7;6,5;0;0;False;0
26/06/2018;0;0;0;20,5;27,1;12,4;5,9;0;0;True;157
27/06/2018;0;0;0;21,4;29,6;12,5;5,8;0;8;True;104
28/06/2018;0;0;0;21,8;27,6;14,7;6,2;0;78;True;156
29/06/2018;0;0;0;22,6;28,7;14,6;6,7;1;34;True;163
30/06/2018;0;0;0;23,9;32,2;15;4,8;0;7;True;114
01/07/2018;0;0;0;25,4;32,4;18,6;3,9;1;33;True;173
02/07/2018;0;0;0;24,3;30,4;16,1;4,2;1;50;False;0
03/07/2018;0;0;0;23,4;30,2;16,9;4,6;0;0;True;128
04/07/2018;0;0;0;22,9;29,1;17;5,6;0;12;True;81
05/07/2018;0;0;0;21,5;26,7;16,2;5,4;0;38;True;94
06/07/2018;0;0;0;21,8;30,4;14,1;3,7;0;34;True;78
07/07/2018;0;1;0;23,8;31,4;16,1;3,8;0;0;True;143
08/07/2018;0;1;0;24;31,3;16,1;3,9;1;85;True;150
09/07/2018;0;1;0;21,4;26,8;13,1;6,5;0;0;False;0
10/07/2018;0;1;0;18,4;22,7;15,2;5,9;0;0;True;94
11/07/2018;0;1;0;17,5;24,3;12;4,7;1;5;True;51
12/07/2018;0;1;0;19,3;26,2;12,8;4,2;0;3;True;130
13/07/2018;0;1;0;21,4;28,8;15,4;3,9;1;0;True;76
14/07/2018;1;1;0;22,7;31,2;15,7;3,9;0;72;True;122
15/07/2018;0;1;0;24;32;18;4,1;0;0;True;104
16/07/2018;0;1;0;22,7;29,3;14,5;4,3;0;0;False;0
17/07/2018;0;1;0;20,9;26;16,3;4,3;0;0;True;81
18/07/2018;0;1;0;21,4;29,2;14,3;3,9;0;0;True;64
19/07/2018;0;1;1;23,3;31;14,9;3,9;0;20;True;105
20/07/2018;0;1;1;20,5;26,3;16,2;5,6;1;0;True;58
21/07/2018;0;1;1;19,3;25,8;14,7;4,3;0;37;True;88
22/07/2018;0;1;1;20,8;31,3;14,8;3,6;0;0;True;148
23/07/2018;0;1;0;23,4;31,4;16,2;4,5;0;0;False;0
24/07/2018;0;1;0;23,9;32,1;16,2;3,1;0;0;True;87
25/07/2018;0;1;0;25,6;33,5;18,2;3,6;0;0;True;59
26/07/2018;0;1;0;27,5;36,7;18,5;4,3;0;0;True;44
27/07/2018;0;1;0;27;37;19,5;6,3;1;0;True;23
28/07/2018;0;1;0;20,8;25;17;7,2;0;0;True;59
29/07/2018;0;1;0;20,9;26,9;12,9;8,8;1;0;True;68
30/07/2018;0;1;0;22,3;28,2;17,2;6,5;1;0;False;0
31/07/2018;0;1;0;22,7;28,1;18,9;5,9;0;0;True;71
01/08/2018;0;1;0;22,5;30,7;15,4;3,3;0;0;True;51
02/08/2018;0;1;0;24;32,9;14,5;3,5;0;119;True;79
03/08/2018;0;1;0;26;35,3;16,9;5,3;0;0;True;52
04/08/2018;0;1;0;25,4;32,7;16,7;8,6;1;0;True;37
05/08/2018;0;1;0;22,9;30,4;14,7;4,3;0;0;True;48
06/08/2018;0;1;0;24,7;33,5;15,6;3,9;1;0;False;0
07/08/2018;0;1;0;27,4;36,2;18,7;6,2;1;0;True;21
08/08/2018;0;1;0;21,4;27,1;15,7;7,4;0;0;True;41
09/08/2018;0;1;1;16,3;21,6;13,5;7,9;1;0;True;9
10/08/2018;0;1;1;16,6;22,9;10,4;8,2;0;2;True;23
11/08/2018;0;1;1;18,4;25,1;12,5;6,7;1;1;True;39
12/08/2018;0;1;1;21,5;30,2;14;6,9;1;0;True;31
13/08/2018;0;1;0;19,3;24,3;16;7,7;1;0;False;0
14/08/2018;0;1;0;18,6;25;14,5;5,4;1;0;True;35
15/08/2018;1;1;0;18,9;25,8;14,3;4,7;0;0;True;40
16/08/2018;0;1;0;21,5;31,2;13,6;6,5;0;0;True;46
17/08/2018;0;1;0;19,1;24,6;14,5;5;0;0;True;35
18/08/2018;0;1;0;17,8;25,2;10,6;4,6;1;15;True;31
19/08/2018;0;1;0;20,1;28,5;13;4,6;0;0;True;63
20/08/2018;0;1;0;20,2;24,1;17,8;4,4;1;0;False;0
21/08/2018;0;1;0;21,3;27,7;16,8;2,8;1;0;True;71
22/08/2018;0;1;0;22,3;30,1;15,6;4,5;1;0;True;37
23/08/2018;0;1;0;20;26;15,4;5,9;1;0;True;63
24/08/2018;0;1;0;16;20,6;12,5;6,2;1;20;True;32
25/08/2018;0;1;0;14,9;21;10,6;7,2;1;25;True;38
26/08/2018;0;1;0;15,9;22,6;7,2;7,9;0;12;True;133
27/08/2018;0;1;0;18,5;23,3;12,7;9,8;0;0;False;0
28/08/2018;0;1;0;17,9;27,5;9,4;4,1;1;8;True;137
29/08/2018;0;1;0;17,4;23;14,6;6,9;1;0;True;109
30/08/2018;0;1;0;16,4;22,8;13,2;3,6;0;12;True;130
31/08/2018;0;1;0;17,4;23,6;12,7;4,3;0;0;True;82
01/09/2018;0;1;0;16,1;22,9;9;4,5;0;118;True;170
02/09/2018;0;1;0;16,3;25;8,4;3,9;0;47;True;195
03/09/2018;0;0;0;17,4;25,5;11,1;5,9;0;0;False;0
04/09/2018;0;0;0;17,1;18,8;14,5;3,9;0;0;True;75
05/09/2018;0;0;0;19,8;26,8;16,9;4,3;0;40;True;89
06/09/2018;0;0;0;17,4;23,5;14,1;4,5;1;0;True;73
07/09/2018;0;0;0;15,4;20,4;11,7;6,5;0;0;True;124
08/09/2018;0;0;0;15,6;23,5;8,2;4,8;0;36;True;157
09/09/2018;0;0;0;20,5;29;12,6;5,8;0;92;True;204
10/09/2018;0;0;0;18;24,8;12,9;4,6;0;65;False;0
11/09/2018;0;0;0;20,5;28,4;12,5;6,5;0;0;True;178
12/09/2018;0;0;0;19,8;28,6;12,9;3,9;0;131;True;138
13/09/2018;0;0;0;15,5;18,2;13,7;4,3;1;16;True;70
14/09/2018;0;0;0;15,1;22;9,8;4,9;0;10;True;100
15/09/2018;0;0;0;15,2;23,4;8,2;3,3;0;33;True;166
16/09/2018;0;0;0;17,2;30,2;9,4;3,2;0;0;True;238
17/09/2018;0;0;0;19,6;28,7;10,2;4,9;0;85;False;0
18/09/2018;0;0;0;20,2;26,3;16,6;6,5;0;16;True;151
19/09/2018;0;0;0;19,4;24,7;14,8;7,2;0;31;True;101
20/09/2018;0;0;1;19,1;25,6;13,6;6,6;0;14;True;140
21/09/2018;0;0;1;16,1;20;11,8;8,3;1;0;True;58
22/09/2018;0;0;1;13,7;18,8;10;6,7;1;36;True;123
23/09/2018;0;0;1;17,1;22,5;9;9,9;1;80;True;122
24/09/2018;0;0;0;11,2;20;6,1;4,3;0;16;False;0
25/09/2018;0;0;0;11,3;18,5;4,6;5,3;0;0;True;55
26/09/2018;0;0;0;12,9;25,6;4,4;3,1;0;37;True;59
27/09/2018;0;0;0;15,6;27,7;5,8;3,1;0;0;True;181
28/09/2018;0;0;0;14,4;19,4;10,9;6,1;0;0;True;97
29/09/2018;0;0;0;12;18,2;6,8;5;0;60;True;219
30/09/2018;0;0;0;10,7;19,6;3,2;6,2;0;21;True;241
01/10/2018;0;0;0;11,4;17,3;7,6;6,4;0;0;False;0
02/10/2018;0;0;0;11,2;14,9;7;6,5;0;0;True;122
03/10/2018;0;0;0;15,2;19,1;11,2;4,6;0;15;True;86
04/10/2018;0;0;0;14,7;22,6;9,4;3,3;0;23;True;92
05/10/2018;0;0;0;16;27,4;7,6;3,6;0;52;True;116
06/10/2018;0;0;0;16,9;23,4;12,7;6,8;0;42;True;182
07/10/2018;0;0;0;12,6;15,4;8,7;5,1;1;44;True;93
08/10/2018;0;0;0;11,3;20,2;6;4,5;1;0;False;0
09/10/2018;0;0;0;14,2;25,7;6,1;3,8;0;44;True;160
10/10/2018;0;0;0;17,3;24,7;10,9;5;1;24;True;143
11/10/2018;0;0;0;18,9;26,2;14,3;8,5;1;44;True;145
12/10/2018;0;0;0;18,1;24,7;13,5;6,5;0;11;True;118
13/10/2018;0;0;0;20,2;26,4;15,3;5,7;0;52;True;244
14/10/2018;0;0;0;19,8;25,6;14,8;7,2;0;0;True;175
15/10/2018;0;0;0;19,8;26,1;13,8;6;1;0;False;0
16/10/2018;0;0;0;19,1;29,1;13,4;4,5;1;0;True;147
17/10/2018;0;0;0;15,2;20,2;11,9;2,6;0;15;True;76
18/10/2018;0;0;0;14,5;22,1;10;6,2;1;54;True;89
19/10/2018;0;0;0;12,7;21,1;7,7;4,2;0;288;True;134
20/10/2018;0;1;0;11;20,1;5,8;4,1;0;71;True;147
21/10/2018;0;1;0;10,6;20,7;3,6;3;0;43;True;230
22/10/2018;0;1;0;11,2;14,1;8,3;5,3;0;172;True;96
23/10/2018;0;1;0;9,9;17,9;4;5,8;0;51;True;171
24/10/2018;0;1;0;12,9;15,8;10;4,5;1;0;True;64
25/10/2018;0;1;0;12,3;18,7;8,1;4;0;20;True;108
26/10/2018;0;1;0;9,8;15;6,2;7,5;1;0;True;51
27/10/2018;0;1;0;6,1;12,9;2,1;4,4;1;0;True;90
28/10/2018;0;1;0;5;7,6;3,5;7,5;0;0;True;134
29/10/2018;0;1;0;3,3;4,4;2,1;6,5;0;0;False;0
30/10/2018;0;1;0;5,6;10,8;2;9,1;1;0;True;43
31/10/2018;0;1;0;6,5;10;2,5;3,4;1;0;True;59
01/11/2018;1;1;0;9,5;11,3;7,8;5,8;1;0;True;123
02/11/2018;0;1;0;7,7;15,6;2,6;3,9;0;0;True;100
03/11/2018;0;1;0;5,1;13,6;0,3;2,6;0;0;True;129
04/11/2018;0;1;0;6,9;11,8;3,2;4;0;49;True;152
05/11/2018;0;0;0;12,5;20,5;7,9;4,2;0;0;False;0
06/11/2018;0;0;0;13,7;20,2;10,1;6,9;0;0;True;142
07/11/2018;0;0;0;10,2;12,5;8,4;9,7;1;29;True;68
08/11/2018;0;0;0;8,6;14,3;5,5;5,4;0;56;True;142
09/11/2018;0;0;0;9,5;17,5;5,6;7;0;37;True;132
10/11/2018;0;0;0;10,7;12,3;9,3;9,6;1;31;True;115
11/11/2018;0;0;0;10,8;11,9;10;7,9;1;30;True;158
12/11/2018;0;0;0;10,1;14,9;8,9;4,1;1;0;False;0
13/11/2018;0;0;0;10,6;16,1;8,2;6,2;0;0;True;149
14/11/2018;0;0;0;9,1;14,5;4,9;3,1;0;18;True;107
15/11/2018;0;0;0;8,3;9,5;6,8;4;1;15;True;93
16/11/2018;0;0;0;7,4;8,7;5,7;3,2;0;51;True;83
17/11/2018;0;0;0;5,5;9,9;2,4;4,5;0;74;True;169
18/11/2018;0;0;0;4,2;9,1;0,6;4,6;0;0;True;255
19/11/2018;0;0;0;2,3;5,7;-2,5;5,6;0;0;False;0
20/11/2018;0;0;0;1,5;3,5;0;5,7;1;0;True;40
21/11/2018;0;0;0;1,3;5,9;-2,1;3,1;0;15;True;109
22/11/2018;0;0;0;2,2;4,3;0,1;3,6;0;0;True;60
23/11/2018;0;0;0;4,3;6,4;2,1;3,3;1;0;True;35
24/11/2018;0;0;0;6,6;7,9;5;5,2;1;70;True;133
25/11/2018;0;0;0;6,2;7,4;4,2;4,9;1;18;True;114
26/11/2018;0;0;0;4,4;6,4;3,5;3,8;1;0;False;0
27/11/2018;0;0;0;5,7;9;2,6;6,2;1;0;True;111
28/11/2018;0;0;0;9,4;11,2;6,3;7,6;1;16;True;86
29/11/2018;0;0;0;10,9;13,8;9,5;8,6;0;0;True;100
30/11/2018;0;0;0;9,6;13,6;6,5;8;0;0;True;118
01/12/2018;0;0;0;7,4;10,5;4,9;11,9;1;20;True;96
02/12/2018;0;0;0;13,1;15,9;10,1;7,2;1;113;True;201
03/12/2018;0;0;0;12,6;14,1;10,4;10,6;1;0;False;0
04/12/2018;0;0;0;9,5;13,4;7,5;6,2;1;10;True;128
05/12/2018;0;0;0;9,3;11,7;7,3;6,5;1;0;True;93
06/12/2018;0;0;0;11,5;12,8;9,7;6;1;0;True;70
07/12/2018;0;0;0;9,7;11,5;5,8;10,8;1;10;True;44
08/12/2018;0;0;0;8,3;11,5;5,4;10,4;1;14;True;151
09/12/2018;0;0;0;8,8;11;7,2;11,7;1;25;True;151
10/12/2018;0;0;0;7,4;11,9;5,4;5,8;0;0;False;0
11/12/2018;0;0;0;5,4;13,9;1,7;2;0;0;True;112
12/12/2018;0;0;0;2;6,2;-1,7;3,9;0;54;True;112
13/12/2018;0;0;0;0,8;4,1;-0,7;6,5;0;0;True;78
14/12/2018;0;0;0;-1,1;2,4;-4;4,2;0;0;True;77
15/12/2018;0;0;0;-1;0,5;-3,6;6,9;1;48;True;88
16/12/2018;0;0;0;4,1;7;0,4;6,4;1;12;True;166
17/12/2018;0;0;0;6,1;9;4;6,2;1;0;False;0
18/12/2018;0;0;0;6,2;8,5;3,4;8,8;0;0;True;114
19/12/2018;0;0;0;7,9;10,6;6,2;9,3;1;0;True;59
20/12/2018;0;0;0;7,4;10,5;5,6;7,1;0;0;True;90
21/12/2018;0;0;0;11,5;14,6;7,6;10,4;1;54;True;31
22/12/2018;0;1;0;10,9;12,9;8,4;8,2;0;0;True;86
23/12/2018;0;1;0;10,5;13,2;7,6;9,1;1;0;True;79
24/12/2018;0;1;0;8,6;12,6;5,3;8,3;1;0;False;0
25/12/2018;1;1;0;2,9;9,9;-0,6;3,4;1;0;False;0
26/12/2018;0;1;0;0,5;4,8;-2,6;3,4;0;0;True;49
27/12/2018;0;1;0;-1,3;0,1;-2,1;2,8;0;0;True;49
28/12/2018;0;1;0;-1,1;0,2;-1,9;3,1;0;0;True;36
29/12/2018;0;1;0;3,5;6,9;-0,1;4,6;0;0;True;41
30/12/2018;0;1;0;7,7;9,2;6,6;4,5;0;0;True;49
31/12/2018;0;1;0;7,7;8,5;7;3,6;1;0;False;0
01/01/2019;1;1;0;6,9;7,8;6,2;4,8;0;0;True;69
02/01/2019;0;1;0;5;7,2;3,5;4,6;0;0;True;38
03/01/2019;0;1;0;3,9;6;1,9;4,2;0;0;True;50
04/01/2019;0;1;0;2,7;4,9;0,5;3,7;0;0;True;50
05/01/2019;0;1;0;3,5;4,5;2,6;4,7;0;0;True;99
06/01/2019;0;1;0;3,9;5,3;2,7;3,7;0;0;True;145
07/01/2019;0;0;0;5,6;7,3;4,2;6,2;0;0;False;0
08/01/2019;0;0;0;7,3;9,5;5,1;7,8;0;0;True;88
09/01/2019;0;0;0;3,9;6,5;1,4;6,5;0;0;True;85
10/01/2019;0;0;0;1,5;4,2;-1,7;4;0;0;True;94
11/01/2019;0;0;0;4,3;6,7;2,1;3,3;1;0;True;59
12/01/2019;0;0;0;6,4;8,2;5,1;7,9;1;0;True;138
13/01/2019;0;0;0;9,1;10,8;7,4;9,5;0;0;True;218
14/01/2019;0;0;0;7,8;9,6;5,7;6,9;0;0;False;0
15/01/2019;0;0;0;6,2;7,3;5,2;5,5;0;0;True;106
16/01/2019;0;0;0;4,3;8,2;0,8;6,2;1;0;True;99
17/01/2019;0;0;0;4,4;9,2;0,6;9,4;1;0;True;83
18/01/2019;0;0;0;1,3;7,6;-2;4,2;0;0;True;105
19/01/2019;0;0;0;-0,8;1,3;-2,8;4;0;0;True;123
20/01/2019;0;0;0;1,6;2,1;0,6;3,8;1;0;True;172
21/01/2019;0;0;0;-1,2;8,7;-4,9;2,6;0;0;False;0
22/01/2019;0;0;0;-1,1;1,6;-3,1;6,7;1;0;True;29
23/01/2019;0;0;0;0,1;1,3;-2,6;5,3;0;0;True;26
24/01/2019;0;0;0;-0,6;4;-3,9;3,2;1;0;True;54
25/01/2019;0;0;0;2,2;6;0,4;3,5;1;0;True;58
26/01/2019;0;0;0;7,2;8,4;5,6;6,5;1;0;True;126
